20250702-60D-|1|A|04428CU763515|02-Jul-2025|82.6|23/F-25/F Zone 2 Column and Wall at G.L. T-17 to T-33 & T-Q to T-F
20250702-60D-|1|B|04428CU763515|02-Jul-2025|79.5|23/F-25/F Zone 2 Column and Wall at G.L. T-17 to T-33 & T-Q to T-F
20250702-60D-|2|A|04428CU763515|02-Jul-2025|81.8|23/F-25/F Zone 2 Column and Wall at G.L. T-17 to T-33 & T-Q to T-F
20250702-45D-|1|A|04428CU763551|02-Jul-2025|70.4|25/F Zone 2 Slab, Beam, Staircase ST02 at G.L. T-17 to T-33 & T-Q to T-F
20250703-45DWP-|1|A|04428CU763571|03-Jul-2025|65.9|G/F Pooldeck at G.L. P-5 to P-11, 1/F FS Water Upfeed Tank WT-4 at G.L. P-5 to P-9 / B-K to B-Ma
20250705-60D-|11|A|04428CU784315|05-Jul-2025|89.0|25/F-26/F Zone 1 Column and Wall at G.L. T-1 to T-18 & T-A to T-E
